TransactionID,AccountID,TransactionType,Amount,TransactionDate
1763,387,Payment,8971.3,2024-01-03
1764,4791,Deposit,3623.8,2025-04-06
1765,3787,Payment,9610.58,2024-05-05
1766,1584,Payment,972.81,2024-02-19
1767,1937,Payment,3408.47,2023-01-27
1768,4949,Withdrawal,86.95,2024-03-26
1769,1619,Transfer,121.42,2024-04-26
1770,1940,Transfer,7184.03,2025-01-24
1771,4141,Withdrawal,2889.96,2023-03-21
1772,4850,Transfer,2770.47,2022-12-17
1773,4673,Transfer,4694.62,2024-08-26
1774,729,Payment,1812.5,2024-07-02
1775,4857,Deposit,3000.16,2024-08-24
1776,1835,Withdrawal,6130.74,2023-04-24
1777,224,Transfer,6991.91,2023-08-01
1778,3218,Deposit,9354.95,2024-04-10
1779,616,Withdrawal,4812.91,2022-06-19
1780,3332,Transfer,2457.52,2024-12-31
1781,1625,Deposit,566.83,2023-07-25
1782,1041,Deposit,8714.92,2025-02-26
1783,2012,Deposit,2521.19,2023-03-14
1784,512,Withdrawal,6157.76,2022-06-04
1785,1805,Payment,3477.64,2023-05-31
1786,1149,Transfer,7348.8,2025-04-19
1787,3854,Payment,8236.98,2022-11-03
1788,351,Withdrawal,3102.77,2022-10-18
1789,1039,Withdrawal,6101.21,2024-06-01
1790,3428,Withdrawal,8756.72,2022-09-18
1791,4476,Payment,4343.65,2024-03-31
1792,2978,Transfer,6657.78,2025-01-30
1793,1262,Transfer,25.31,2022-10-23
1794,1963,Deposit,5275.02,2025-04-11
1795,70,Transfer,2762.02,2022-07-22
1796,287,Withdrawal,5646.62,2023-07-25
1797,3490,Withdrawal,6930.63,2024-07-22
1798,3658,Withdrawal,2355.23,2023-07-14
1799,3255,Deposit,5652.5,2023-05-11
1800,1120,Transfer,5794.88,2024-09-18
1801,782,Transfer,6202.97,2023-06-04
1802,655,Payment,581.33,2024-06-14
1803,3857,Withdrawal,5369.24,2024-01-17
1804,1994,Deposit,374.0,2023-08-31
1805,1640,Withdrawal,2204.85,2023-12-13
1806,105,Deposit,8780.84,2024-07-31
1807,2996,Deposit,4847.05,2023-08-08
1808,3821,Transfer,9680.35,2024-05-22
1809,2722,Deposit,6605.53,2022-11-24
1810,2023,Transfer,465.55,2023-02-05
1811,1876,Payment,6758.51,2025-04-29
1812,3641,Transfer,8777.26,2024-01-09
1813,3151,Deposit,7244.75,2024-01-16
1814,746,Transfer,9543.32,2022-12-04
1815,3446,Withdrawal,6999.74,2024-04-22
1816,2975,Withdrawal,769.89,2023-02-18
1817,4294,Withdrawal,731.3,2024-01-05
1818,4838,Deposit,3654.75,2024-07-21
1819,3885,Payment,8944.62,2025-02-02
1820,4755,Transfer,2726.87,2024-10-30
1821,1850,Payment,2947.85,2024-11-10
1822,642,Transfer,5397.24,2023-05-26
1823,1337,Deposit,9411.85,2023-12-26
1824,2541,Payment,9310.82,2022-07-04
1825,3672,Transfer,2579.1,2023-07-29
1826,2210,Transfer,3006.1,2025-03-04
1827,965,Transfer,7048.74,2022-09-25
1828,3706,Transfer,8378.83,2024-02-19
1829,3430,Withdrawal,7867.27,2023-12-10
1830,4077,Withdrawal,923.03,2022-08-24
1831,2210,Transfer,1570.14,2022-05-22
1832,3850,Deposit,7725.7,2024-02-06
1833,3828,Withdrawal,545.14,2022-06-14
1834,2632,Transfer,402.03,2023-02-23
1835,4581,Transfer,394.02,2023-01-29
1836,3105,Deposit,4194.12,2024-08-30
1837,2038,Withdrawal,8497.51,2023-01-12
1838,3988,Payment,7969.28,2023-01-01
1839,233,Payment,215.22,2024-09-30
1840,744,Transfer,8233.19,2024-01-16
1841,3350,Withdrawal,84.99,2025-03-24
1842,3790,Deposit,2339.46,2022-11-03
1843,314,Transfer,1522.58,2023-04-02
1844,2137,Payment,5838.04,2024-06-25
1845,2433,Payment,4700.96,2024-09-06
1846,1304,Transfer,2514.07,2024-11-10
1847,4457,Payment,4924.79,2024-10-28
1848,2762,Withdrawal,5152.59,2024-10-05
1849,648,Payment,9261.57,2023-12-28
1850,2850,Withdrawal,2647.72,2024-02-22
1851,2071,Deposit,7672.75,2023-04-10
1852,2697,Withdrawal,2712.41,2023-12-25
1853,3602,Transfer,3406.54,2024-02-03
1854,2336,Deposit,2070.14,2025-04-03
1855,2736,Withdrawal,9813.21,2024-03-06
1856,4769,Withdrawal,4310.13,2022-12-08
1857,4617,Withdrawal,6006.0,2025-01-26
1858,4649,Transfer,5614.02,2022-05-22
1859,3821,Deposit,9665.02,2022-09-03
1860,2922,Deposit,2133.84,2025-04-04
1861,1059,Deposit,9095.76,2022-11-10
1862,3571,Deposit,2000.48,2023-03-10
1863,1965,Transfer,5962.48,2024-10-14
1864,2372,Payment,9302.06,2023-07-13
1865,1314,Deposit,1256.77,2022-10-08
1866,4475,Transfer,3968.7,2025-01-09
1867,666,Transfer,9789.51,2022-10-16
1868,2376,Transfer,123.14,2024-10-22
1869,3356,Deposit,8111.44,2023-01-14
1870,4019,Withdrawal,8188.6,2022-11-30
1871,2081,Deposit,4222.04,2024-06-19
1872,141,Withdrawal,4076.99,2025-01-12
1873,3088,Deposit,5431.57,2023-06-12
1874,3021,Deposit,5185.28,2024-03-27
1875,4905,Transfer,3504.59,2023-12-24
1876,1633,Withdrawal,8691.99,2023-01-17
1877,2946,Deposit,9164.24,2025-03-21
1878,579,Deposit,9677.3,2024-03-15
1879,1523,Payment,5831.96,2024-05-30
1880,4646,Deposit,2819.38,2022-06-21
1881,3632,Deposit,6369.0,2025-01-10
1882,1475,Transfer,4228.91,2024-10-14
1883,3790,Payment,8543.61,2025-04-20
1884,2886,Withdrawal,8464.07,2022-07-09
1885,1732,Deposit,3110.15,2022-06-17
1886,1781,Deposit,1709.5,2024-02-26
1887,393,Payment,6826.05,2024-05-03
1888,2248,Transfer,5808.42,2022-11-13
1889,2466,Withdrawal,5175.01,2022-10-16
1890,4440,Payment,412.33,2024-12-27
1891,179,Transfer,9531.4,2024-02-05
1892,3295,Deposit,8440.84,2023-08-21
1893,2391,Transfer,9229.53,2022-11-21
1894,4575,Transfer,2791.8,2025-02-21
1895,4063,Withdrawal,9254.69,2022-07-24
1896,4667,Deposit,9486.87,2024-08-22
1897,3392,Transfer,3259.55,2024-04-19
1898,4388,Withdrawal,6684.69,2022-06-11
1899,1385,Withdrawal,3152.55,2024-03-29
1900,1788,Deposit,13.92,2023-10-10
1901,3562,Payment,3226.13,2023-12-20
1902,1977,Withdrawal,5151.86,2023-09-13
1903,2367,Payment,1820.27,2022-11-25
1904,464,Deposit,5625.42,2024-11-14
1905,3021,Withdrawal,1303.69,2022-12-11
1906,801,Payment,8381.53,2023-09-20
1907,3406,Withdrawal,866.77,2024-05-04
1908,1926,Deposit,6044.79,2023-07-20
1909,4296,Withdrawal,6598.7,2024-06-04
1910,309,Withdrawal,3774.19,2023-07-29
1911,4153,Payment,5449.49,2023-09-22
1912,1542,Payment,3771.77,2023-09-09
1913,4398,Deposit,8168.19,2025-02-27
1914,4721,Withdrawal,5402.91,2023-02-01
1915,4135,Deposit,4440.63,2022-10-22
1916,4878,Deposit,7551.04,2023-10-28
1917,2654,Payment,9890.07,2024-01-25
1918,2705,Payment,971.89,2023-12-31
1919,75,Transfer,8238.48,2022-09-14
1920,1464,Deposit,1625.73,2022-12-23
1921,3103,Transfer,9593.64,2024-11-11
1922,4659,Deposit,5143.24,2025-02-06
1923,3343,Transfer,7056.58,2024-04-14
1924,2471,Withdrawal,820.82,2023-09-12
1925,3053,Payment,4402.13,2023-12-03
1926,3645,Withdrawal,1050.79,2024-01-19
1927,547,Transfer,162.68,2022-08-17
1928,3255,Transfer,2677.32,2024-07-03
1929,2630,Deposit,504.3,2024-09-17
1930,3371,Transfer,701.95,2025-03-16
1931,2525,Deposit,9834.54,2024-10-25
1932,566,Deposit,7482.52,2024-12-17
1933,3147,Payment,6415.23,2022-07-07
1934,300,Payment,4821.12,2025-01-08
1935,1855,Deposit,9745.3,2025-04-27
1936,698,Deposit,9950.34,2023-04-18
1937,347,Payment,776.12,2024-04-07
1938,1749,Deposit,3221.28,2024-10-26
1939,3407,Payment,6881.28,2023-03-11
1940,2145,Withdrawal,7422.85,2023-09-20
1941,4975,Transfer,1492.23,2023-09-30
1942,3186,Payment,6860.2,2022-06-01
1943,445,Deposit,4596.85,2023-12-28
1944,1937,Transfer,6910.95,2024-09-10
1945,4797,Payment,6184.85,2022-12-02
1946,3655,Transfer,7075.99,2023-10-13
1947,358,Payment,7752.88,2025-01-28
1948,405,Withdrawal,6332.12,2024-12-11
1949,459,Payment,8506.53,2024-04-09
1950,4493,Payment,6838.36,2023-08-03
1951,4126,Withdrawal,9994.84,2023-10-02
1952,3218,Payment,3166.32,2024-10-17
1953,3692,Payment,9689.77,2023-06-19
1954,4031,Deposit,9360.75,2023-04-19
1955,4787,Withdrawal,7594.59,2022-08-09
1956,1747,Deposit,718.56,2022-05-24
1957,3967,Withdrawal,6589.12,2023-07-03
1958,4591,Deposit,3556.48,2024-06-03
1959,4330,Payment,5168.07,2025-01-29
1960,351,Deposit,430.09,2024-04-21
1961,4220,Payment,9020.67,2022-06-03
1962,3338,Withdrawal,3243.43,2024-03-09
1963,2953,Transfer,2863.1,2022-06-29
1964,4578,Payment,5141.29,2023-07-10
1965,3759,Deposit,3546.44,2023-06-13
1966,4846,Withdrawal,7464.05,2024-05-23
1967,3071,Payment,5326.56,2023-07-01
1968,2237,Deposit,7099.08,2023-09-13
1969,1788,Withdrawal,8683.37,2023-10-14
1970,1234,Transfer,6220.27,2023-08-16
1971,2350,Payment,8888.52,2023-08-31
1972,1099,Deposit,8071.3,2024-02-14
1973,47,Deposit,2289.32,2024-08-05
1974,3916,Payment,4909.54,2025-01-06
1975,3208,Payment,4709.37,2023-08-22
1976,4555,Payment,862.8,2023-01-26
1977,4289,Payment,8110.34,2023-08-14
1978,169,Deposit,4614.11,2023-03-14
1979,4779,Transfer,7072.62,2022-08-15
1980,1101,Deposit,7109.96,2024-09-20
1981,1187,Withdrawal,2103.92,2022-11-22
1982,2021,Transfer,2122.32,2023-01-10
1983,2631,Transfer,7949.89,2024-07-17
1984,1311,Payment,4941.23,2023-03-18
1985,3735,Transfer,6821.35,2025-04-13
1986,652,Payment,8826.36,2023-07-24
1987,1621,Withdrawal,9717.44,2024-04-01
1988,151,Transfer,8882.24,2023-10-02
1989,322,Withdrawal,9042.17,2022-10-20
1990,2886,Withdrawal,1544.02,2023-01-08
1991,530,Payment,2255.21,2022-05-18
1992,4481,Transfer,3204.4,2023-12-25
1993,1878,Transfer,1580.65,2023-12-31
1994,868,Transfer,7744.36,2023-12-31
1995,2834,Withdrawal,8628.3,2022-09-21
1996,3046,Transfer,8474.75,2025-02-04
1997,4564,Withdrawal,9115.61,2025-01-28
1998,4754,Withdrawal,5460.64,2024-09-18
1999,3130,Withdrawal,4138.56,2022-10-06
2000,4767,Transfer,9577.02,2022-07-17
2001,3574,Payment,9971.56,2024-03-16
2002,2096,Payment,1109.39,2023-12-17
2003,1717,Transfer,2204.27,2023-12-21
2004,1048,Transfer,8803.64,2023-03-23
2005,3536,Transfer,3838.82,2023-12-17
2006,3265,Withdrawal,9172.63,2023-02-01
2007,3023,Deposit,501.45,2022-07-31
2008,945,Payment,9772.86,2023-01-06
2009,3576,Withdrawal,2286.61,2024-02-01
2010,1841,Deposit,5081.46,2024-06-18
2011,2221,Transfer,9462.66,2023-10-07
2012,4546,Deposit,9555.72,2024-07-02
2013,230,Payment,3941.14,2025-02-18
2014,2540,Withdrawal,9864.52,2023-06-22
2015,3512,Transfer,9507.71,2022-06-05
2016,3774,Withdrawal,3898.41,2024-04-21
2017,939,Payment,9988.02,2023-03-11
2018,3292,Deposit,6233.55,2022-09-07
2019,3879,Deposit,7131.84,2023-11-07
2020,2158,Transfer,5030.49,2023-07-11
2021,3760,Transfer,8369.44,2023-04-29
2022,1126,Payment,11.31,2023-12-26
2023,234,Payment,1148.16,2022-12-22
2024,2900,Withdrawal,1490.41,2023-11-14
2025,2504,Withdrawal,8707.18,2024-07-19
2026,2396,Withdrawal,5087.5,2024-10-04
2027,648,Deposit,6364.5,2023-05-10
2028,4921,Deposit,7215.86,2023-04-12
2029,3649,Deposit,6977.58,2024-08-30
2030,2417,Payment,4221.37,2023-03-23
2031,1739,Transfer,8161.65,2024-03-10
2032,1468,Deposit,8436.48,2023-09-08
2033,155,Payment,1224.36,2022-12-03
2034,1511,Deposit,2861.39,2025-03-10
2035,4553,Payment,7462.8,2023-01-03
2036,4514,Transfer,726.09,2024-05-19
2037,1623,Payment,7344.84,2024-11-06
2038,4940,Payment,6389.41,2022-11-11
2039,4555,Deposit,2077.49,2025-01-02
2040,4425,Payment,5854.36,2022-07-29
2041,1035,Withdrawal,1357.9,2022-09-26
2042,1182,Payment,6231.68,2023-10-09
2043,1922,Transfer,5022.66,2023-04-25
2044,116,Payment,7950.83,2023-10-28
2045,2072,Withdrawal,1464.16,2022-12-23
2046,590,Withdrawal,2993.93,2025-01-20
2047,523,Withdrawal,1045.3,2024-11-16
2048,125,Transfer,2585.27,2022-07-04
2049,4897,Deposit,1692.2,2024-02-01
2050,3639,Deposit,9477.11,2023-02-18
2051,4474,Deposit,1826.29,2024-01-07
2052,1913,Deposit,2569.0,2025-01-29
2053,1355,Deposit,1750.1,2023-05-23
2054,1874,Payment,4378.07,2023-02-21
2055,794,Withdrawal,8969.78,2022-06-22
2056,3435,Payment,2120.97,2023-01-09
2057,2217,Withdrawal,8898.52,2024-01-11
2058,3315,Payment,499.36,2023-03-03
2059,3099,Deposit,922.02,2024-05-18
2060,1735,Deposit,7159.14,2022-10-20
2061,1544,Transfer,9371.58,2024-08-02
2062,1866,Deposit,5690.75,2022-10-25
2063,394,Transfer,1693.31,2024-11-12
2064,4901,Withdrawal,9167.77,2022-10-18
2065,2173,Transfer,8331.31,2022-11-23
2066,999,Deposit,4618.57,2022-09-22
2067,3248,Payment,9258.01,2022-11-14
2068,3969,Payment,9416.91,2025-04-28
2069,2032,Withdrawal,2464.3,2023-07-21
2070,1117,Payment,7419.89,2022-10-08
2071,3751,Transfer,3404.89,2023-07-13
2072,2206,Payment,6166.44,2023-01-08
2073,3488,Payment,2894.4,2024-04-03
2074,67,Transfer,9963.88,2023-04-13
2075,1378,Withdrawal,3525.8,2024-03-07
2076,1155,Payment,223.08,2022-06-15
2077,1344,Deposit,7079.34,2024-07-13
2078,3089,Withdrawal,3744.94,2024-08-31
2079,2712,Transfer,5818.16,2025-04-09
2080,2920,Withdrawal,4751.52,2023-10-06
2081,4869,Transfer,6705.55,2024-12-09
2082,2530,Withdrawal,7212.48,2025-05-10
2083,821,Withdrawal,3997.65,2023-11-18
2084,1693,Transfer,4221.99,2022-07-16
2085,209,Payment,6898.73,2023-05-13
2086,3730,Withdrawal,795.67,2022-07-09
2087,3384,Withdrawal,2500.41,2022-12-09
2088,1529,Deposit,6674.57,2024-01-13
2089,917,Withdrawal,5005.79,2022-09-13
2090,679,Withdrawal,3865.49,2023-05-31
2091,3202,Payment,725.7,2023-08-30
2092,1971,Withdrawal,7533.86,2023-07-12
2093,516,Withdrawal,4052.83,2022-06-08
2094,1586,Withdrawal,5483.07,2023-12-11
2095,2104,Withdrawal,1695.17,2023-11-22
2096,754,Payment,4603.3,2023-10-11
2097,1307,Payment,1771.7,2023-10-26
2098,2370,Deposit,179.27,2022-12-20
2099,3230,Payment,1606.39,2024-03-17
2100,2146,Withdrawal,6372.91,2024-12-28
2101,2884,Transfer,1659.52,2024-09-29
2102,4982,Transfer,7623.85,2024-11-17
2103,1113,Deposit,1017.26,2025-02-28
2104,4991,Withdrawal,8840.66,2022-06-07
2105,4817,Withdrawal,6382.54,2022-11-17
2106,1301,Transfer,2786.62,2023-05-07
2107,4973,Withdrawal,9405.52,2022-12-09
2108,152,Deposit,169.73,2025-04-25
2109,3007,Payment,2273.5,2024-01-01
2110,1157,Transfer,9259.4,2024-12-15
2111,3066,Transfer,8770.1,2023-04-09
2112,3422,Deposit,5088.84,2022-05-12
2113,3451,Transfer,5008.61,2025-03-28
2114,1624,Payment,1230.2,2024-07-16
2115,642,Withdrawal,2115.51,2022-06-20
2116,4980,Payment,7313.75,2023-09-04
2117,2314,Transfer,5481.94,2025-01-30
2118,3104,Transfer,2827.71,2022-08-06
2119,3321,Transfer,6428.94,2023-10-23
2120,111,Payment,4442.59,2022-12-29
2121,515,Deposit,4578.19,2024-09-05
2122,1832,Payment,8968.2,2024-09-07
2123,2654,Deposit,3320.11,2023-08-21
2124,1525,Transfer,8362.56,2024-07-21
2125,4955,Transfer,5199.29,2025-04-12
2126,4740,Withdrawal,2385.18,2024-08-13
2127,2324,Payment,2189.99,2024-12-18
2128,4974,Deposit,7414.61,2023-08-17
2129,266,Withdrawal,4135.13,2023-10-11
2130,4729,Withdrawal,5846.42,2024-03-22
2131,1602,Deposit,8888.2,2022-12-11
2132,3553,Transfer,7168.86,2023-08-02
2133,1230,Payment,212.64,2025-01-01
2134,2652,Transfer,4204.05,2022-06-07
2135,2239,Deposit,1295.08,2025-04-27
2136,2390,Payment,9016.31,2024-09-13
2137,3835,Transfer,3313.97,2025-01-07
2138,4693,Payment,3300.73,2025-02-04
2139,770,Transfer,687.94,2024-10-05
2140,2704,Withdrawal,7194.37,2024-07-17
2141,1336,Withdrawal,1287.34,2025-01-08
2142,670,Transfer,7011.65,2024-12-09
2143,4295,Payment,6126.17,2023-03-27
2144,4134,Withdrawal,6132.45,2024-01-04
2145,3767,Transfer,8196.5,2024-06-01
2146,2687,Transfer,6457.56,2025-01-21
2147,2703,Withdrawal,2470.92,2022-06-18
2148,3365,Deposit,1164.21,2024-08-24
2149,3069,Payment,1143.64,2023-09-28
2150,4603,Deposit,9082.46,2024-09-29
2151,4219,Payment,9233.91,2023-01-10
2152,3216,Deposit,5356.61,2025-05-06
2153,3377,Payment,6281.96,2023-11-13
2154,4858,Payment,6989.43,2022-11-09
2155,4915,Deposit,6218.09,2023-10-21
2156,1818,Withdrawal,9672.82,2024-09-21
2157,495,Payment,3341.48,2023-08-25
2158,544,Transfer,2046.05,2023-06-24
2159,780,Withdrawal,8561.91,2025-04-16
2160,2544,Payment,1717.62,2022-06-29
2161,393,Deposit,4745.93,2022-11-02
2162,2192,Deposit,7651.18,2022-08-01
2163,1883,Withdrawal,7667.57,2024-02-10
2164,4444,Payment,7378.81,2023-01-20
2165,692,Payment,4021.27,2024-12-30
2166,3671,Withdrawal,2915.43,2025-04-09
2167,1211,Deposit,9822.85,2025-04-29
2168,3402,Payment,2528.75,2022-08-19
2169,4447,Deposit,7846.7,2025-04-05
2170,793,Withdrawal,4562.35,2023-04-22
2171,4738,Transfer,7015.28,2024-06-10
2172,487,Transfer,2228.21,2022-06-16
2173,704,Transfer,187.68,2023-10-28
2174,2213,Withdrawal,3295.69,2024-02-16
2175,111,Payment,5918.57,2023-11-13
2176,156,Payment,2020.99,2022-11-08
2177,924,Payment,4379.79,2022-09-19
2178,3422,Payment,5942.88,2024-09-18
2179,608,Deposit,3206.6,2023-03-16
2180,534,Withdrawal,6862.62,2022-06-26
2181,4246,Payment,8285.1,2023-08-20
2182,2101,Transfer,6126.76,2023-08-03
2183,1575,Withdrawal,3637.57,2024-04-15
2184,3479,Transfer,1046.09,2024-06-16
2185,1111,Withdrawal,620.48,2023-08-21
2186,2097,Payment,2624.97,2023-01-08
2187,2859,Deposit,7084.12,2023-02-05
2188,4048,Withdrawal,8481.54,2025-02-14
2189,196,Withdrawal,2851.48,2022-05-16
2190,4440,Payment,8131.78,2025-05-09
2191,4268,Deposit,2838.2,2023-10-06
2192,781,Deposit,514.06,2022-07-04
2193,866,Payment,2069.65,2024-09-14
2194,2984,Payment,9780.23,2024-03-14
2195,3454,Withdrawal,6857.73,2025-04-13
2196,2711,Withdrawal,4658.28,2023-04-08
2197,2932,Payment,2671.85,2025-03-04
2198,1325,Deposit,5044.56,2023-03-07
2199,2556,Payment,8757.27,2024-04-29
2200,2520,Withdrawal,3884.42,2024-12-12
2201,1839,Withdrawal,2638.11,2023-05-15
2202,4520,Deposit,9849.25,2024-02-28
2203,597,Payment,9240.27,2022-12-31
2204,1759,Transfer,6215.67,2023-11-27
2205,2169,Deposit,5462.18,2023-05-05
2206,2500,Payment,8088.57,2024-05-23
2207,3623,Payment,2717.16,2022-11-12
2208,1111,Transfer,8513.42,2024-01-18
2209,202,Deposit,2549.89,2025-01-08
2210,3642,Withdrawal,6496.45,2024-03-05
2211,2569,Transfer,7368.76,2023-06-30
2212,2647,Withdrawal,7009.83,2025-01-22
2213,2120,Transfer,1377.7,2022-08-02
2214,2335,Payment,9752.73,2023-09-29
2215,788,Withdrawal,2228.85,2023-11-04
2216,3197,Transfer,4932.93,2024-10-14
2217,4497,Payment,610.76,2024-05-28
2218,1255,Deposit,4490.58,2022-11-22
2219,2616,Payment,9851.64,2024-03-27
2220,3652,Transfer,3707.06,2024-05-12
2221,879,Withdrawal,554.81,2022-12-09
2222,3943,Withdrawal,6678.46,2023-09-04
2223,319,Payment,9450.7,2022-10-07
2224,3716,Withdrawal,9084.96,2023-02-06
2225,764,Withdrawal,3261.8,2022-12-17
2226,2316,Withdrawal,9977.56,2022-11-15
2227,2228,Transfer,1181.41,2025-01-10
2228,836,Transfer,5143.12,2024-10-15
2229,285,Deposit,2312.77,2025-04-03
2230,1039,Deposit,7720.62,2023-11-22
2231,1293,Deposit,6498.74,2024-07-25
2232,4024,Deposit,9903.95,2024-10-01
2233,3881,Transfer,4199.84,2025-05-10
2234,2046,Withdrawal,7076.36,2025-03-16
2235,3391,Transfer,6305.89,2024-02-12
2236,2709,Transfer,2788.34,2023-02-24
2237,4318,Transfer,3490.61,2022-05-27
2238,2079,Payment,8065.74,2024-03-20
2239,4136,Transfer,2739.51,2022-06-21
2240,3526,Withdrawal,7647.25,2023-07-28
2241,4154,Payment,9474.73,2022-07-05
2242,2561,Payment,5572.18,2024-08-06
2243,1218,Withdrawal,9899.68,2022-11-04
2244,2563,Deposit,3408.28,2023-08-17
2245,2112,Payment,293.81,2024-11-02
2246,4622,Deposit,9375.81,2024-09-12
2247,1262,Transfer,1839.8,2024-10-05
2248,747,Deposit,5107.52,2024-12-25
2249,3927,Deposit,5134.74,2024-03-05
2250,4249,Withdrawal,2584.98,2022-07-28
2251,515,Payment,594.28,2025-01-22
2252,3582,Withdrawal,9684.6,2024-03-13
2253,1314,Deposit,602.47,2023-12-03
2254,4473,Withdrawal,9471.64,2022-10-21
2255,3486,Withdrawal,585.3,2023-12-21
2256,1083,Withdrawal,7464.19,2022-10-09
2257,1884,Payment,5010.97,2023-11-29
2258,2150,Transfer,5825.38,2024-07-22
2259,1382,Transfer,6216.03,2023-04-09
2260,3758,Deposit,282.07,2024-04-02
2261,2010,Withdrawal,9110.97,2023-11-07
2262,793,Withdrawal,8515.73,2025-01-03
2263,2864,Transfer,2487.87,2024-02-24
2264,3207,Payment,624.98,2024-07-26
2265,4538,Deposit,4993.94,2022-07-26
2266,4388,Deposit,6458.83,2024-11-05
2267,4913,Withdrawal,8883.33,2022-06-29
2268,391,Deposit,9748.39,2022-10-27
2269,4629,Deposit,1266.07,2023-01-04
2270,3849,Withdrawal,4546.82,2022-06-12
2271,1438,Payment,3562.55,2024-08-24
2272,1429,Withdrawal,925.38,2023-03-31
2273,3090,Transfer,5781.01,2025-04-20
2274,4690,Payment,4690.59,2023-03-05
2275,1002,Transfer,6886.02,2023-03-06
2276,1826,Transfer,3171.79,2022-10-23
2277,2900,Withdrawal,4494.81,2023-06-14
2278,1507,Deposit,8609.71,2025-02-27
2279,3353,Payment,7288.03,2025-01-16
2280,3730,Deposit,7008.5,2024-11-17
2281,1403,Withdrawal,5179.97,2022-11-28
2282,3479,Deposit,3410.63,2023-08-19
2283,2232,Transfer,5348.01,2025-04-19
2284,1020,Deposit,5848.41,2023-05-08
2285,2877,Withdrawal,1241.89,2023-10-05
2286,1062,Withdrawal,3204.36,2024-03-10
2287,3016,Deposit,2860.2,2023-07-11
2288,2982,Payment,7085.32,2024-10-14
2289,3964,Deposit,8022.82,2024-03-16
2290,761,Withdrawal,9301.06,2024-06-16
2291,4231,Deposit,6274.09,2022-06-09
2292,591,Deposit,1464.99,2023-06-20
2293,1888,Payment,6396.66,2023-09-20
2294,2622,Payment,2880.84,2022-06-12
2295,3268,Transfer,2910.64,2023-06-07
2296,1243,Payment,8193.8,2024-09-12
2297,3518,Transfer,8839.87,2025-04-13
2298,3154,Payment,8731.17,2023-10-09
2299,2242,Transfer,4937.37,2024-09-12
2300,2438,Payment,5080.9,2022-08-12
2301,909,Payment,8745.3,2022-12-23
2302,1780,Payment,2075.02,2024-11-09
2303,1288,Withdrawal,5505.69,2024-04-07
2304,4253,Withdrawal,5239.43,2024-06-13
2305,3065,Transfer,1269.69,2022-12-08
2306,3338,Withdrawal,8115.72,2022-10-04
2307,3462,Transfer,2960.52,2024-06-10
2308,619,Payment,3139.36,2025-05-07
2309,1364,Payment,7088.1,2024-05-15
2310,4412,Payment,9516.62,2024-07-31
2311,3286,Payment,8759.81,2024-11-11
2312,4973,Deposit,2569.07,2024-07-22
2313,4047,Deposit,2013.54,2024-10-20
2314,4675,Payment,9500.31,2022-06-10
2315,2818,Withdrawal,1311.7,2024-12-17
2316,1324,Withdrawal,3347.82,2023-02-26
2317,3846,Transfer,1974.41,2025-02-06
2318,337,Transfer,5204.42,2025-01-22
2319,4384,Transfer,2838.05,2023-03-04
2320,809,Deposit,1428.26,2024-08-24
2321,2400,Transfer,4270.34,2023-01-29
2322,1530,Deposit,8414.29,2024-02-27
2323,3289,Payment,8670.97,2022-10-07
2324,2553,Withdrawal,9598.08,2023-08-18
2325,2240,Transfer,2244.36,2022-09-29
2326,1934,Payment,8497.44,2023-11-13
2327,1836,Deposit,9302.46,2022-06-12
2328,3683,Withdrawal,7640.7,2023-08-15
2329,609,Payment,7524.99,2023-08-02
2330,3998,Withdrawal,5659.64,2023-04-12
2331,45,Transfer,6726.57,2023-11-20
2332,172,Transfer,2528.01,2025-05-01
2333,470,Deposit,5646.85,2024-12-26
2334,4073,Transfer,7452.63,2024-08-12
2335,3519,Payment,8768.84,2024-06-16
2336,2904,Deposit,6623.17,2024-03-31
2337,4685,Deposit,7182.42,2024-10-28
2338,2984,Deposit,6756.33,2023-08-01
2339,4540,Payment,7376.19,2025-03-19
2340,3999,Withdrawal,9070.81,2024-12-22
2341,2212,Deposit,2734.16,2024-12-11
2342,4067,Deposit,4317.4,2024-08-01
2343,4912,Transfer,8851.57,2023-03-24
2344,13,Withdrawal,4185.62,2024-11-25
2345,3088,Payment,1113.63,2023-11-02
2346,3347,Payment,7514.72,2024-12-03
2347,4844,Payment,4821.89,2022-06-06
2348,1873,Transfer,2675.17,2024-05-15
2349,3504,Payment,3592.11,2023-10-19
2350,4034,Deposit,7597.24,2023-12-30
2351,1095,Withdrawal,2875.4,2024-06-20
2352,940,Withdrawal,8989.56,2024-01-27
2353,1398,Transfer,545.25,2024-12-13
2354,3288,Withdrawal,7767.33,2023-09-09
2355,1118,Payment,5965.73,2024-03-17
2356,3603,Transfer,9286.61,2024-09-18
2357,3048,Transfer,6041.73,2024-10-31
2358,3968,Transfer,1921.86,2024-10-02
2359,311,Transfer,1295.06,2024-11-10
2360,1466,Payment,5900.53,2025-04-03
2361,1910,Payment,909.79,2024-02-09
2362,508,Deposit,5919.53,2024-12-29
2363,1363,Withdrawal,1049.16,2024-10-31
2364,3198,Deposit,957.03,2024-08-22
2365,71,Transfer,487.99,2022-10-11
2366,1151,Payment,1280.8,2023-02-17
2367,4734,Deposit,6946.15,2023-02-14
2368,2050,Transfer,5633.13,2024-10-17
2369,4552,Deposit,8996.12,2023-05-16
2370,4526,Transfer,373.63,2024-03-16
