LoanID,CustomerID,LoanType, LoanAmount ,InterestRate,LoanStartDate,LoanEndDate,,
1539,774,Car," 52,319.00 ",4.87,24/09/2020,29/07/2029,,
897,776,Car," 241,497.00 ",5.15,12/06/2020,13/02/2029,,
2297,782,Education," 448,846.00 ",8.13,17/12/2023,12/02/2030,,
471,783,Personal," 444,394.00 ",9.8,31/05/2023,18/08/2028,,
1634,783,Personal," 135,747.00 ",6.79,09/07/2022,10/12/2026,,
2486,786,Personal," 356,307.00 ",3.34,17/03/2021,02/10/2025,,
532,786,Education," 108,193.00 ",7.37,10/04/2023,25/01/2026,,
1802,787,Personal," 342,365.00 ",5.53,17/09/2021,09/07/2028,,
2495,789,Car," 393,811.00 ",11.42,06/07/2020,06/08/2027,,
125,789,Home," 79,441.00 ",6.2,10/11/2021,04/04/2029,,
2399,790,Personal," 397,872.00 ",11.04,24/06/2023,20/11/2029,,
1668,790,Personal," 345,988.00 ",7.23,29/05/2021,03/01/2026,,
368,790,Personal," 151,105.00 ",9.34,09/01/2021,16/09/2027,,
1742,795,Home," 128,676.00 ",10.32,21/03/2023,26/10/2026,,
1565,796,Personal," 191,459.00 ",12.01,24/04/2021,18/11/2027,,
263,798,Personal," 17,870.00 ",8.26,26/08/2020,06/03/2026,,
187,799,Car," 155,927.00 ",11.71,11/11/2021,11/11/2028,,
88,800,Education," 2,035.00 ",3.36,05/02/2022,29/12/2026,,
2115,803,Personal," 136,700.00 ",4.75,06/09/2020,04/06/2025,,
372,803,Personal," 69,011.00 ",9.24,11/07/2023,22/06/2028,,
894,805,Education," 289,289.00 ",9.89,27/12/2023,29/06/2027,,
1959,808,Car," 125,119.00 ",9.53,27/02/2024,13/01/2030,,
1583,817,Home," 102,124.00 ",9.27,26/08/2022,28/08/2028,,
688,818,Car," 149,885.00 ",7.24,24/06/2023,11/09/2028,,
685,821,Home," 448,907.00 ",6.76,14/06/2021,04/07/2026,,
572,821,Personal," 29,925.00 ",11.55,06/12/2021,04/09/2027,,
944,822,Personal," 62,840.00 ",6.29,21/10/2022,28/08/2028,,
777,825,Car," 473,331.00 ",5.59,04/02/2021,16/11/2025,,
883,825,Education," 290,509.00 ",6.42,07/07/2020,24/04/2028,,
1135,827,Car," 188,342.00 ",11.52,17/10/2020,24/07/2028,,
772,837,Personal," 347,254.00 ",4.55,18/10/2023,14/12/2027,,
1624,839,Education," 241,372.00 ",7.64,11/01/2024,05/10/2029,,
1685,851,Personal," 18,849.00 ",2.85,30/09/2023,24/11/2028,,
1955,853,Home," 485,932.00 ",2.94,12/08/2022,17/10/2029,,
998,854,Personal," 149,406.00 ",6.54,07/02/2024,27/07/2029,,
1573,856,Education," 150,663.00 ",8.81,19/10/2022,21/12/2025,,
163,859,Personal," 237,683.00 ",10.71,17/12/2022,08/03/2026,,
1130,862,Personal," 423,475.00 ",11.12,03/01/2023,04/02/2029,,
1929,866,Home," 277,457.00 ",8.77,28/07/2022,13/06/2029,,
1017,866,Education," 140,658.00 ",3.61,08/11/2023,09/01/2030,,
1033,866,Car," 8,092.00 ",8.8,08/06/2020,20/07/2028,,
19,867,Personal," 134,879.00 ",7.47,21/04/2023,21/05/2025,,
1710,868,Home," 458,925.00 ",7.32,16/08/2023,30/05/2029,,
1672,871,Car," 363,319.00 ",10.51,09/07/2020,15/12/2025,,
1475,873,Personal," 442,520.00 ",5.8,06/01/2021,15/11/2026,,
1868,876,Home," 432,344.00 ",5.41,26/10/2022,10/02/2027,,
23,882,Education," 494,654.00 ",6.13,02/06/2023,22/09/2027,,
2277,883,Home," 270,819.00 ",10.6,20/05/2020,20/09/2025,,
1797,884,Personal," 330,794.00 ",2.71,01/07/2021,13/08/2028,,
2496,884,Personal," 266,072.00 ",6.2,31/01/2022,02/07/2028,,
997,884,Home," 65,209.00 ",5.01,03/02/2022,21/02/2027,,
1915,886,Personal," 490,412.00 ",11.01,23/06/2021,05/01/2028,,
943,886,Home," 59,349.00 ",5.14,16/11/2020,05/03/2028,,
1440,887,Car," 296,331.00 ",10.37,07/03/2022,20/07/2029,,
2279,889,Personal," 360,219.00 ",7.89,09/07/2023,05/03/2029,,
1872,893,Education," 112,156.00 ",5.71,17/02/2021,08/10/2025,,
492,894,Personal," 464,902.00 ",11.96,04/02/2023,08/01/2028,,
589,898,Car," 109,977.00 ",6.18,28/07/2023,26/06/2028,,
1949,899,Car," 130,544.00 ",5.5,17/01/2023,04/08/2027,,
2008,900,Education," 411,146.00 ",7.09,17/06/2023,04/06/2026,,
1653,906,Personal," 360,889.00 ",8.31,01/10/2020,29/08/2029,,
1859,906,Personal," 239,775.00 ",7.62,30/11/2021,07/01/2026,,
906,914,Personal," 4,568.00 ",11.49,25/02/2022,14/06/2027,,
1234,915,Car," 272,606.00 ",5.44,03/10/2021,31/01/2030,,
1633,916,Education," 125,105.00 ",4.79,20/11/2021,28/01/2028,,
2407,919,Car," 121,209.00 ",10.61,07/08/2020,02/08/2028,,
2113,920,Car," 359,447.00 ",6.43,08/12/2023,29/11/2027,,
126,923,Home," 194,860.00 ",5.88,18/06/2023,20/02/2030,,
2170,924,Education," 471,985.00 ",5.72,09/04/2023,19/03/2029,,
2054,926,Personal," 244,596.00 ",7.27,09/06/2021,04/07/2028,,
690,931,Home," 228,216.00 ",4.22,19/07/2021,07/01/2030,,
1442,934,Home," 189,554.00 ",8.96,31/05/2021,15/10/2027,,
2091,939,Home," 103,944.00 ",4.5,06/05/2022,03/05/2030,,
1107,942,Education," 358,313.00 ",6.92,09/03/2023,04/11/2029,,
1066,943,Education," 14,741.00 ",9.41,02/08/2021,30/12/2029,,
1160,948,Home," 374,184.00 ",7.95,20/09/2023,31/03/2028,,
922,951,Car," 425,098.00 ",6.11,13/02/2023,02/08/2027,,
1608,951,Education," 286,085.00 ",2.75,23/07/2022,07/08/2028,,
1026,953,Car," 331,894.00 ",8.57,25/10/2020,26/12/2029,,
207,955,Personal," 454,415.00 ",6.56,25/04/2023,12/05/2028,,
362,955,Education," 277,855.00 ",5.48,26/08/2022,10/11/2025,,
497,955,Education," 212,652.00 ",10.27,29/09/2023,05/12/2028,,
1109,963,Car," 193,208.00 ",4.33,19/06/2022,12/11/2029,,
1022,964,Education," 491,272.00 ",11.71,17/10/2023,29/05/2025,,
1054,973,Education," 193,947.00 ",10.64,17/02/2024,22/04/2028,,
10,974,Car," 370,865.00 ",2.97,25/08/2021,10/03/2028,,
1138,976,Personal," 352,392.00 ",11.6,05/05/2022,06/09/2027,,
2441,976,Home," 237,269.00 ",10.51,31/12/2023,23/01/2026,,
1529,978,Education," 189,765.00 ",5.06,30/01/2021,20/04/2030,,
2370,987,Home," 152,719.00 ",11.3,03/09/2021,20/07/2025,,
1089,988,Home," 125,069.00 ",7.84,20/10/2021,22/10/2026,,
910,994,Personal," 404,689.00 ",3.71,25/01/2022,25/11/2028,,
1546,998,Personal," 164,787.00 ",8.49,04/12/2022,24/09/2027,,
2497,998,Car," 26,790.00 ",3.39,16/11/2022,30/03/2028,,
1999,1004,Personal," 426,045.00 ",3.33,23/07/2021,10/08/2025,,
2276,1004,Car," 288,134.00 ",11.18,16/05/2022,18/07/2028,,
1863,1004,Car," 216,924.00 ",8.65,25/02/2024,15/01/2028,,
1406,1007,Personal," 170,365.00 ",9.35,18/02/2022,04/03/2026,,
1243,1010,Education," 190,791.00 ",8.18,25/01/2022,03/11/2026,,
2285,1014,Personal," 457,736.00 ",11.65,11/04/2022,19/06/2025,,
2004,1015,Car," 264,488.00 ",9.19,15/07/2021,25/07/2029,,
488,1020,Personal," 58,344.00 ",6.4,05/05/2022,19/04/2030,,
1785,1020,Car," 52,157.00 ",8,23/12/2023,17/07/2026,,
54,1020,Education," 28,400.00 ",11.02,08/12/2023,22/05/2026,,
1272,1022,Personal," 154,739.00 ",7.89,21/01/2024,11/09/2029,,
1300,1023,Personal," 317,228.00 ",6.8,28/04/2021,27/07/2026,,
2055,1025,Education," 187,714.00 ",4.99,02/05/2024,16/03/2029,,
2247,1027,Home," 26,997.00 ",8.47,12/12/2022,07/11/2025,,
1743,1029,Car," 195,718.00 ",7.72,02/03/2024,12/07/2025,,
526,1031,Education," 406,852.00 ",6.97,16/01/2023,16/11/2029,,
1825,1033,Home," 129,735.00 ",8.6,08/10/2020,31/08/2026,,
2136,1034,Personal," 258,401.00 ",11.48,06/01/2024,31/07/2025,,
1279,1035,Education," 122,948.00 ",4.29,27/11/2022,12/03/2027,,
1517,1035,Car," 2,160.00 ",8.7,01/05/2023,23/03/2028,,
1555,1036,Personal," 341,374.00 ",11.95,24/05/2020,17/07/2029,,
334,1036,Home," 14,046.00 ",10.35,13/05/2022,30/10/2029,,
2035,1040,Education," 114,487.00 ",6.89,12/09/2021,03/07/2028,,
1294,1043,Home," 430,771.00 ",5.57,23/09/2022,21/01/2030,,
1914,1045,Home," 270,316.00 ",7.41,09/11/2023,29/12/2028,,
1099,1051,Home," 390,269.00 ",3.26,15/10/2021,05/01/2026,,
119,1056,Home," 216,784.00 ",10.17,04/05/2022,28/12/2025,,
1492,1058,Home," 314,983.00 ",6.24,30/06/2023,28/07/2028,,
1675,1060,Education," 378,363.00 ",11.25,26/06/2023,11/01/2027,,
322,1062,Car," 437,012.00 ",5.87,27/08/2020,27/12/2026,,
609,1062,Education," 259,857.00 ",12.28,03/05/2024,14/01/2030,,
2198,1073,Personal," 494,171.00 ",2.81,19/10/2022,25/11/2025,,
798,1075,Education," 59,211.00 ",10.5,02/01/2024,24/01/2027,,
2038,1082,Car," 327,198.00 ",6.97,24/05/2021,20/11/2026,,
2446,1082,Education," 303,728.00 ",4.32,04/10/2021,25/06/2029,,
1993,1084,Personal," 241,272.00 ",7.82,16/04/2021,01/03/2029,,
1165,1084,Personal," 131,958.00 ",7.2,02/01/2021,16/08/2028,,
1433,1085,Home," 92,074.00 ",9.92,10/10/2022,23/04/2028,,
1221,1086,Education," 398,286.00 ",8.28,04/11/2020,12/10/2025,,
1345,1087,Car," 474,772.00 ",4.15,02/09/2022,22/07/2028,,
1912,1088,Car," 435,313.00 ",2.53,27/01/2021,15/09/2029,,
1490,1088,Home," 325,347.00 ",10.26,13/03/2023,02/05/2027,,
27,1089,Personal," 380,180.00 ",6.63,09/04/2023,24/07/2028,,
1623,1092,Home," 34,015.00 ",8.45,14/10/2022,06/09/2028,,
1958,1096,Personal," 490,693.00 ",6.46,14/08/2021,18/05/2026,,
1561,1096,Personal," 69,230.00 ",7.8,23/10/2021,29/08/2029,,
607,1105,Car," 27,326.00 ",9.97,27/09/2023,19/07/2026,,
548,1106,Personal," 410,949.00 ",7.32,06/01/2022,04/06/2027,,
1932,1107,Personal," 92,559.00 ",5.43,30/11/2020,22/08/2028,,
1032,1110,Car," 53,969.00 ",7.13,16/11/2020,20/04/2030,,
1213,1113,Personal," 469,294.00 ",9.77,13/01/2021,06/04/2030,,
1589,1114,Personal," 172,933.00 ",3.19,06/04/2022,30/09/2028,,
938,1117,Car," 53,021.00 ",12.39,14/09/2021,28/09/2027,,
541,1119,Education," 40,526.00 ",11.14,23/04/2023,29/08/2028,,
2215,1121,Education," 444,791.00 ",11.44,12/01/2021,07/12/2029,,
965,1121,Personal," 68,821.00 ",6.36,06/12/2023,16/07/2028,,
109,1128,Education," 136,929.00 ",9.29,15/05/2023,14/04/2028,,
1386,1131,Education," 256,215.00 ",9.62,11/12/2020,21/06/2029,,
2149,1132,Education," 194,041.00 ",8.68,06/01/2022,02/03/2028,,
1850,1133,Personal," 459,379.00 ",5.09,20/07/2020,03/03/2028,,
2341,1133,Education," 121,520.00 ",9.09,14/03/2023,24/02/2028,,
1358,1138,Education," 331,367.00 ",3.12,21/06/2020,09/09/2027,,
1075,1138,Education," 119,000.00 ",11.2,07/04/2021,06/03/2027,,
1506,1139,Education," 25,687.00 ",7.46,28/10/2022,09/04/2030,,
1412,1141,Car," 336,899.00 ",2.71,17/06/2022,19/04/2028,,
2351,1143,Car," 229,115.00 ",5.91,13/07/2023,16/01/2029,,
871,1144,Home," 490,081.00 ",2.85,01/08/2021,06/12/2029,,
866,1145,Personal," 443,504.00 ",9.6,01/03/2021,16/10/2027,,
2120,1145,Home," 167,941.00 ",11.24,23/12/2021,22/02/2028,,
840,1146,Home," 393,528.00 ",8.68,16/07/2020,03/03/2028,,
1003,1149,Car," 209,097.00 ",12.32,02/12/2023,08/06/2028,,
860,1150,Education," 89,006.00 ",5.73,02/03/2022,28/02/2028,,
319,1156,Home," 351,776.00 ",6.62,05/11/2020,07/06/2026,,
309,1160,Education," 288,445.00 ",2.7,14/02/2024,18/01/2028,,
1387,1161,Education," 293,196.00 ",5.94,16/12/2023,15/02/2030,,
42,1168,Personal," 361,370.00 ",11.84,18/08/2020,30/05/2026,,
2003,1169,Education," 182,086.00 ",10.43,04/09/2021,27/01/2029,,
2121,1170,Personal," 431,579.00 ",10.25,24/09/2021,02/05/2029,,
227,1170,Home," 264,616.00 ",11.5,01/06/2020,13/12/2026,,
1663,1170,Home," 24,491.00 ",2.82,06/08/2021,22/04/2026,,
2064,1175,Education," 281,250.00 ",9.46,01/11/2023,19/11/2027,,
2036,1175,Education," 207,214.00 ",4.59,08/10/2020,22/02/2029,,
2348,1180,Personal," 56,414.00 ",10.85,06/09/2020,03/03/2030,,
1504,1181,Car," 192,049.00 ",3.65,27/07/2022,19/11/2027,,
2253,1182,Education," 484,223.00 ",6.72,01/08/2020,30/05/2029,,
1463,1182,Home," 235,975.00 ",5.82,30/01/2024,23/07/2025,,
1996,1193,Car," 95,637.00 ",3.08,24/05/2023,27/02/2028,,
212,1197,Car," 230,202.00 ",9.05,09/03/2021,01/05/2028,,
875,1198,Home," 419,432.00 ",3.85,08/01/2024,22/05/2025,,
760,1198,Home," 48,135.00 ",9.92,22/02/2023,21/12/2027,,
642,1200,Personal," 12,266.00 ",4,20/07/2020,06/09/2025,,
18,1201,Education," 120,758.00 ",5.64,28/10/2020,14/07/2025,,
274,1203,Education," 423,099.00 ",3.5,22/02/2022,04/06/2029,,
472,1203,Car," 113,282.00 ",2.81,04/12/2020,09/04/2026,,
1784,1205,Education," 313,013.00 ",8.49,06/07/2022,29/05/2025,,
1295,1205,Personal," 273,434.00 ",6.36,29/11/2020,08/04/2030,,
1286,1206,Home," 33,658.00 ",10.28,17/05/2023,18/12/2027,,
1184,1208,Personal," 143,255.00 ",7.15,14/01/2023,21/05/2026,,
1693,1211,Car," 323,328.00 ",8.1,08/08/2020,19/09/2029,,
1597,1211,Personal," 12,144.00 ",8.2,28/03/2022,08/06/2028,,
555,1213,Education," 353,644.00 ",10.11,03/10/2020,24/10/2025,,
1831,1213,Education," 191,172.00 ",7.12,10/04/2022,19/01/2027,,
1925,1214,Home," 221,234.00 ",7.24,09/10/2023,11/02/2028,,
272,1215,Personal," 401,058.00 ",12.19,20/03/2022,25/07/2029,,
172,1215,Personal," 350,151.00 ",10.89,18/02/2023,20/03/2030,,
2424,1215,Personal," 218,766.00 ",5.1,22/03/2023,30/11/2028,,
2229,1216,Personal," 219,726.00 ",8.28,28/04/2024,19/01/2026,,
2238,1216,Personal," 68,976.00 ",6.61,02/07/2022,14/12/2025,,
1127,1217,Education," 371,459.00 ",6.89,06/10/2022,30/04/2030,,
342,1217,Car," 221,050.00 ",6.61,16/03/2021,17/05/2029,,
1218,1220,Home," 59,275.00 ",6.92,13/11/2021,20/11/2026,,
729,1224,Personal," 255,114.00 ",4.86,10/12/2022,07/01/2028,,
1281,1224,Car," 229,005.00 ",2.89,16/07/2023,12/04/2028,,
2433,1225,Car," 268,962.00 ",8.27,10/08/2020,10/04/2027,,
336,1228,Home," 469,024.00 ",6.56,28/04/2024,13/08/2028,,
2401,1230,Home," 171,228.00 ",3.09,20/02/2021,17/02/2026,,
964,1233,Home," 443,712.00 ",2.94,16/10/2021,25/10/2028,,
1270,1235,Education," 43,975.00 ",4.04,18/03/2022,09/02/2027,,
1870,1238,Car," 88,125.00 ",4.01,26/04/2023,03/06/2027,,
547,1239,Home," 355,535.00 ",3.94,23/05/2022,17/08/2029,,
579,1239,Car," 283,249.00 ",9.65,09/09/2021,13/04/2026,,
1509,1239,Home," 237,226.00 ",4.77,06/07/2023,17/05/2025,,
1209,1240,Education," 440,911.00 ",5.31,21/09/2022,26/03/2029,,
2494,1244,Car," 329,186.00 ",12.25,28/04/2021,31/12/2027,,
1719,1256,Home," 86,484.00 ",4.22,10/06/2021,29/10/2025,,
989,1257,Personal," 22,984.00 ",5.81,16/06/2021,08/03/2029,,
1340,1258,Personal," 391,457.00 ",6.96,16/09/2021,26/12/2028,,
789,1260,Car," 242,717.00 ",5.12,12/03/2023,14/09/2029,,
566,1265,Car," 55,702.00 ",3.52,01/09/2022,22/01/2029,,
2029,1268,Personal," 407,555.00 ",11.31,05/09/2022,01/10/2025,,
2026,1269,Home," 2,479.00 ",11,09/02/2021,07/06/2028,,
2106,1270,Education," 416,313.00 ",3.62,14/06/2023,16/06/2025,,
703,1270,Home," 306,234.00 ",11.28,30/01/2021,27/06/2029,,
1232,1271,Education," 28,355.00 ",10.54,24/12/2020,07/08/2028,,
1833,1272,Car," 332,932.00 ",2.57,07/07/2020,05/08/2028,,
1459,1274,Personal," 288,496.00 ",3.1,04/09/2021,03/09/2027,,
553,1278,Home," 260,310.00 ",4.47,02/06/2023,16/12/2027,,
514,1283,Education," 464,575.00 ",12.09,03/07/2020,15/02/2030,,
406,1284,Education," 291,717.00 ",9.74,31/07/2020,08/12/2029,,
811,1284,Home," 220,254.00 ",5.81,17/04/2021,02/09/2025,,
991,1286,Home," 38,170.00 ",3.63,22/05/2020,28/04/2028,,
1790,1287,Car," 217,778.00 ",8.11,17/09/2023,28/12/2028,,
2420,1288,Education," 353,249.00 ",5.46,24/02/2022,22/09/2026,,
1006,1290,Home," 407,899.00 ",4.22,19/05/2022,13/04/2026,,
434,1292,Home," 173,246.00 ",9.7,28/07/2021,09/09/2027,,
1729,1294,Car," 452,649.00 ",4.95,25/07/2021,03/03/2026,,
2372,1298,Home," 361,827.00 ",4.38,19/09/2021,02/09/2029,,
1645,1298,Personal," 20,461.00 ",7.51,02/06/2020,16/09/2029,,
1416,1304,Car," 459,158.00 ",11.22,19/03/2024,15/05/2029,,
185,1306,Car," 437,732.00 ",2.84,29/04/2021,16/01/2027,,
2492,1306,Home," 298,198.00 ",5.22,21/08/2021,05/12/2028,,
2074,1308,Education," 490,001.00 ",4.44,18/04/2023,07/02/2027,,
1632,1311,Education," 412,473.00 ",11.9,30/10/2021,08/02/2027,,
2138,1312,Education," 350,471.00 ",5.5,24/03/2023,22/09/2028,,
1227,1315,Car," 145,322.00 ",6.67,21/09/2023,28/05/2029,,
1827,1315,Education," 77,725.00 ",2.69,26/06/2022,10/06/2028,,
877,1319,Education," 267,099.00 ",8.66,14/09/2022,16/09/2029,,
790,1320,Car," 479,090.00 ",2.71,17/10/2022,10/08/2028,,
256,1320,Personal," 100,002.00 ",9.52,04/05/2023,17/10/2029,,
1449,1321,Home," 334,344.00 ",8.37,14/06/2021,29/05/2029,,
186,1321,Car," 54,388.00 ",10.51,15/10/2023,08/03/2028,,
92,1322,Personal," 336,334.00 ",12.26,13/07/2020,24/06/2026,,
1527,1323,Home," 471,623.00 ",11.96,16/05/2022,19/05/2026,,
1244,1323,Home," 39,871.00 ",5.41,26/11/2022,29/07/2027,,
115,1325,Education," 165,146.00 ",7.3,15/11/2023,01/05/2026,,
611,1327,Home," 31,129.00 ",2.68,08/03/2023,30/12/2026,,
1156,1330,Home," 302,820.00 ",12.07,09/09/2020,10/04/2028,,
431,1333,Education," 278,609.00 ",6.43,07/09/2021,13/12/2028,,
1260,1338,Education," 187,944.00 ",7.8,26/05/2020,07/12/2029,,
1372,1340,Education," 422,003.00 ",10.39,23/02/2022,19/05/2029,,
2395,1340,Personal," 281,561.00 ",6.53,28/03/2022,26/07/2025,,
934,1341,Home," 379,742.00 ",6.1,02/04/2021,25/06/2028,,
413,1342,Home," 117,992.00 ",5.58,23/05/2023,01/01/2026,,
1748,1343,Personal," 400,384.00 ",4.87,04/10/2022,29/08/2025,,
2180,1351,Education," 329,971.00 ",3.12,17/07/2021,11/09/2027,,
249,1356,Personal," 363,221.00 ",5.97,30/10/2020,14/04/2029,,
1407,1357,Car," 337,558.00 ",11.43,21/07/2022,04/08/2025,,
754,1361,Education," 181,838.00 ",10.9,18/08/2021,07/10/2028,,
1564,1362,Education," 469,658.00 ",7.37,15/08/2020,13/10/2028,,
1563,1362,Education," 159,425.00 ",3.9,09/10/2020,22/08/2028,,
2037,1363,Personal," 405,438.00 ",7,15/09/2023,10/08/2025,,
2313,1364,Education," 289,058.00 ",4.04,10/06/2022,05/10/2028,,
2057,1364,Education," 265,153.00 ",10.98,14/05/2021,02/01/2027,,
1966,1367,Personal," 369,576.00 ",10.06,05/06/2023,07/11/2027,,
296,1368,Car," 137,907.00 ",4.11,21/03/2024,07/06/2027,,
1508,1370,Car," 49,576.00 ",9.17,28/04/2022,19/02/2028,,
733,1373,Car," 272,238.00 ",10.68,18/04/2021,09/10/2029,,
1841,1373,Home," 45,319.00 ",6.69,14/03/2024,03/10/2027,,
2245,1375,Education," 347,321.00 ",10.49,03/06/2021,04/01/2027,,
2345,1376,Personal," 496,252.00 ",3.68,07/07/2020,31/12/2027,,
1761,1381,Education," 164,465.00 ",11.07,07/04/2021,14/07/2028,,
55,1382,Home," 66,597.00 ",3.55,21/12/2023,05/03/2026,,
2404,1383,Home," 222,326.00 ",6.29,19/07/2021,07/06/2025,,
757,1383,Home," 105,261.00 ",10.41,05/12/2021,02/03/2029,,
571,1385,Car," 210,234.00 ",8.31,09/07/2021,01/03/2029,,
1038,1386,Car," 365,988.00 ",3,31/01/2022,15/08/2025,,
1686,1391,Education," 282,451.00 ",6.01,14/04/2023,06/09/2026,,
1673,1391,Car," 256,039.00 ",4.25,01/01/2021,19/05/2026,,
1339,1392,Education," 291,799.00 ",6.85,05/03/2023,21/11/2029,,
1628,1392,Personal," 145,503.00 ",4.23,24/10/2020,08/04/2026,,
1549,1393,Personal," 324,347.00 ",8.07,24/07/2020,23/03/2026,,
2021,1393,Car," 59,936.00 ",7.56,30/05/2023,04/06/2028,,
2243,1394,Personal," 470,252.00 ",4.23,17/06/2023,02/05/2026,,
2090,1395,Car," 463,209.00 ",4.07,16/01/2023,06/04/2027,,
786,1397,Home," 452,777.00 ",5.52,30/03/2022,21/05/2029,,
443,1397,Personal," 385,586.00 ",5.38,04/03/2022,08/05/2026,,
429,1397,Education," 213,130.00 ",10.46,04/03/2023,12/07/2025,,
742,1399,Car," 366,556.00 ",8.52,15/04/2021,01/09/2029,,
1712,1405,Personal," 193,329.00 ",4.73,23/11/2021,28/02/2029,,
2335,1406,Car," 259,354.00 ",4.12,13/04/2024,30/07/2028,,
2155,1409,Education," 388,850.00 ",2.51,20/02/2021,05/02/2026,,
1815,1411,Education," 99,705.00 ",11.9,27/11/2022,21/03/2027,,
1447,1417,Personal," 330,971.00 ",7.78,30/11/2022,28/06/2028,,
151,1417,Car," 78,929.00 ",5.64,09/08/2021,27/10/2028,,
1331,1419,Personal," 369,178.00 ",8.5,16/08/2021,06/05/2030,,
474,1420,Personal," 225,005.00 ",11.56,03/02/2021,26/12/2028,,
1514,1421,Home," 441,200.00 ",4.36,18/01/2021,10/05/2030,,
381,1421,Home," 145,033.00 ",8.09,16/09/2023,26/02/2030,,
1590,1422,Home," 367,111.00 ",9.36,11/08/2021,06/02/2028,,
783,1425,Home," 142,540.00 ",3.2,10/10/2020,03/04/2029,,
2241,1426,Personal," 209,873.00 ",11.91,04/12/2022,23/01/2029,,
1437,1427,Car," 112,052.00 ",2.75,17/03/2023,24/11/2025,,
558,1429,Education," 98,247.00 ",8.49,14/11/2020,22/04/2026,,
1896,1432,Education," 265,258.00 ",7,22/04/2021,09/05/2030,,
1879,1435,Car," 246,728.00 ",8.31,28/01/2024,25/09/2028,,
1664,1435,Personal," 116,197.00 ",3.62,30/10/2022,17/10/2026,,
2142,1437,Education," 402,362.00 ",6.91,31/10/2021,21/06/2028,,
281,1440,Home," 378,026.00 ",11.14,25/09/2022,11/12/2026,,
2193,1441,Education," 161,525.00 ",4.07,12/08/2020,04/02/2027,,
161,1442,Personal," 472,729.00 ",4.85,15/10/2020,22/04/2029,,
924,1442,Home," 217,071.00 ",5.74,08/06/2020,28/02/2026,,
251,1446,Personal," 369,189.00 ",12.13,22/08/2021,14/02/2028,,
1976,1447,Education," 233,691.00 ",5.97,07/07/2021,18/01/2030,,
1173,1450,Car," 387,599.00 ",12.07,06/05/2021,02/05/2028,,
1467,1457,Education," 488,904.00 ",4.8,17/02/2023,01/08/2029,,
676,1457,Home," 60,326.00 ",2.89,13/07/2020,25/08/2029,,
2157,1459,Home," 467,343.00 ",7.69,25/03/2021,13/04/2027,,
2042,1459,Home," 290,564.00 ",8.86,19/04/2022,26/03/2026,,
953,1459,Car," 206,023.00 ",6.52,30/08/2020,03/09/2028,,
1503,1461,Home," 20,292.00 ",10,13/03/2023,24/01/2027,,
530,1462,Car," 331,620.00 ",6.47,06/11/2020,10/08/2025,,
1482,1473,Car," 414,314.00 ",3.62,27/01/2024,11/06/2027,,
2437,1473,Education," 304,460.00 ",3.66,16/11/2021,22/09/2026,,
1566,1474,Car," 412,859.00 ",6.16,19/09/2020,26/11/2029,,
1108,1474,Education," 149,194.00 ",8.06,29/12/2023,06/09/2027,,
191,1474,Home," 145,889.00 ",6.2,15/07/2023,23/10/2026,,
782,1481,Personal," 290,758.00 ",10.75,04/03/2024,07/03/2027,,
523,1481,Home," 177,042.00 ",8.21,16/09/2023,23/04/2028,,
234,1482,Personal," 171,875.00 ",5.12,01/08/2021,01/11/2026,,
451,1485,Car," 81,754.00 ",9.92,05/11/2023,04/08/2028,,
1497,1487,Education," 14,825.00 ",11.35,16/07/2022,26/06/2027,,
332,1488,Car," 351,885.00 ",3.38,07/12/2022,06/04/2030,,
2467,1488,Car," 231,362.00 ",9.24,20/05/2021,24/02/2028,,
1766,1490,Car," 322,309.00 ",5.39,10/10/2020,04/10/2025,,
423,1491,Car," 326,652.00 ",7.74,13/12/2021,23/12/2029,,
1908,1491,Car," 52,261.00 ",10.68,13/02/2024,30/08/2026,,
1187,1494,Education," 495,109.00 ",7.25,23/06/2022,24/08/2027,,
200,1494,Car," 129,674.00 ",6.1,22/04/2023,05/07/2027,,
1866,1495,Education," 455,770.00 ",12.33,08/06/2021,12/05/2027,,
1774,1495,Personal," 122,824.00 ",6.76,23/03/2022,13/03/2028,,
768,1503,Home," 54,274.00 ",8.33,06/05/2023,20/03/2027,,
1737,1508,Home," 475,903.00 ",4.24,21/01/2023,03/10/2026,,
864,1511,Car," 71,395.00 ",5.63,06/09/2023,26/01/2030,,
2415,1513,Home," 420,429.00 ",9.11,12/06/2020,02/10/2028,,
1329,1518,Personal," 255,652.00 ",12.29,06/04/2024,10/09/2026,,
1397,1519,Home," 165,138.00 ",8.08,23/09/2023,10/02/2029,,
847,1521,Home," 379,639.00 ",5.9,27/03/2022,08/09/2029,,
393,1522,Education," 334,645.00 ",8.06,09/11/2020,23/01/2030,,
2098,1525,Personal," 234,198.00 ",7.36,19/04/2021,09/08/2029,,
1875,1529,Personal," 370,996.00 ",8.24,11/05/2021,17/03/2027,,
1082,1535,Home," 39,406.00 ",5.63,16/04/2021,16/07/2026,,
2499,1536,Education," 170,288.00 ",4.4,24/10/2022,13/10/2027,,
425,1540,Education," 427,355.00 ",5.34,09/12/2023,18/08/2028,,
2444,1540,Personal," 158,504.00 ",9.98,18/09/2020,22/09/2029,,
2080,1549,Personal," 476,946.00 ",10.99,14/02/2023,25/06/2029,,
570,1551,Education," 350,018.00 ",4.59,04/12/2021,01/08/2027,,
