CallID,CustomerID,CallDate,IssueType,Resolved
656,3122,2024-12-27,Card Issue,Yes
657,1741,2024-06-24,Card Issue,Yes
658,2504,2024-10-06,Account Access,No
659,2181,2024-09-29,Account Access,No
660,1961,2025-04-28,Transaction Dispute,No
661,1548,2024-12-19,Transaction Dispute,Yes
662,3035,2024-06-26,Account Access,Yes
663,1916,2024-12-13,Card Issue,No
664,3202,2024-10-14,Account Access,Yes
665,2447,2025-04-03,Transaction Dispute,Yes
666,1566,2025-03-17,Card Issue,No
667,1982,2024-05-12,Card Issue,No
668,981,2024-06-12,Account Access,No
669,4061,2024-11-12,Account Access,No
670,4544,2025-01-23,Account Access,No
671,4745,2024-06-11,Card Issue,No
672,985,2025-02-10,Account Access,Yes
673,515,2024-08-07,Loan Query,Yes
674,2961,2024-06-24,Card Issue,Yes
675,416,2024-12-23,Account Access,No
676,4778,2024-07-13,Transaction Dispute,No
677,4991,2024-09-26,Loan Query,No
678,633,2024-10-08,Card Issue,No
679,3249,2024-11-02,Loan Query,No
680,1558,2024-10-22,Loan Query,No
681,1459,2024-06-29,Loan Query,No
682,1189,2024-12-28,Account Access,No
683,2443,2024-09-12,Card Issue,No
684,1756,2024-09-09,Card Issue,No
685,1122,2025-02-10,Card Issue,No
686,1132,2025-01-06,Loan Query,No
687,1842,2024-07-12,Card Issue,Yes
688,4824,2025-02-01,Card Issue,No
689,1546,2024-10-06,Card Issue,No
690,2401,2024-05-24,Loan Query,Yes
691,1478,2024-07-01,Loan Query,Yes
692,2577,2025-02-15,Card Issue,Yes
693,2220,2024-11-16,Card Issue,Yes
694,3084,2025-01-08,Loan Query,Yes
695,1623,2024-11-07,Loan Query,No
696,963,2024-08-29,Card Issue,Yes
697,3954,2025-02-05,Card Issue,No
698,2084,2024-05-17,Transaction Dispute,Yes
699,2493,2024-07-03,Account Access,Yes
700,245,2024-05-30,Card Issue,No
701,3906,2024-07-02,Loan Query,No
702,3883,2024-10-16,Transaction Dispute,Yes
703,2922,2025-05-01,Card Issue,No
704,1598,2024-06-15,Loan Query,No
705,2423,2025-03-25,Account Access,No
706,2672,2024-12-03,Transaction Dispute,Yes
707,1648,2024-12-09,Card Issue,Yes
708,1887,2024-06-29,Transaction Dispute,Yes
709,534,2025-05-01,Loan Query,Yes
710,4649,2024-10-05,Card Issue,No
711,3396,2024-08-23,Transaction Dispute,Yes
712,1993,2024-09-16,Card Issue,No
713,29,2024-09-08,Account Access,Yes
714,3938,2024-11-20,Transaction Dispute,No
715,3298,2024-07-23,Transaction Dispute,No
716,1893,2024-11-04,Transaction Dispute,Yes
717,1646,2025-02-08,Card Issue,Yes
718,2344,2024-07-27,Transaction Dispute,Yes
719,309,2024-05-14,Account Access,Yes
720,3251,2025-03-02,Transaction Dispute,No
721,1489,2024-07-09,Loan Query,Yes
722,3119,2024-07-21,Transaction Dispute,No
723,3153,2024-06-23,Card Issue,Yes
724,4270,2025-03-25,Card Issue,No
725,4688,2024-08-06,Transaction Dispute,Yes
726,2914,2024-12-10,Account Access,No
727,4093,2024-05-22,Account Access,No
728,663,2024-12-15,Card Issue,No
729,494,2024-12-13,Transaction Dispute,No
730,2240,2025-03-01,Loan Query,No
731,4568,2024-06-25,Account Access,Yes
732,731,2025-02-03,Card Issue,No
733,3912,2024-06-15,Transaction Dispute,No
734,948,2025-02-25,Loan Query,No
735,577,2024-06-19,Account Access,Yes
736,4658,2024-08-15,Transaction Dispute,Yes
737,2452,2025-01-18,Card Issue,Yes
738,4510,2024-11-03,Transaction Dispute,Yes
739,3317,2025-03-30,Account Access,Yes
740,3662,2024-10-09,Account Access,Yes
741,2528,2024-12-29,Account Access,Yes
742,293,2024-12-03,Loan Query,Yes
743,2390,2025-02-28,Card Issue,Yes
744,818,2025-02-26,Account Access,Yes
745,3048,2024-11-02,Account Access,No
746,3419,2024-09-17,Loan Query,Yes
747,2282,2024-12-23,Card Issue,Yes
748,2059,2024-05-27,Loan Query,No
749,4736,2024-08-10,Transaction Dispute,No
750,4332,2024-11-30,Loan Query,Yes
751,2017,2024-08-02,Transaction Dispute,No
752,1491,2025-02-11,Card Issue,No
753,4632,2024-06-17,Card Issue,No
754,1293,2024-07-14,Loan Query,Yes
755,2638,2024-08-09,Account Access,Yes
756,1515,2024-08-22,Account Access,Yes
757,1788,2025-04-30,Account Access,No
758,309,2025-02-22,Transaction Dispute,No
759,2885,2024-11-21,Account Access,No
760,1731,2025-05-01,Card Issue,No
761,402,2025-01-05,Loan Query,No
762,2254,2024-08-28,Card Issue,No
763,3740,2024-05-29,Transaction Dispute,No
764,2890,2024-11-02,Loan Query,Yes
765,4335,2024-11-03,Loan Query,No
766,3750,2025-01-13,Account Access,Yes
767,4741,2025-03-28,Card Issue,Yes
768,3024,2025-01-19,Account Access,Yes
769,3858,2025-05-09,Transaction Dispute,No
770,1621,2024-07-01,Account Access,Yes
771,1533,2024-09-26,Card Issue,No
772,1301,2024-11-12,Account Access,Yes
773,277,2024-05-18,Loan Query,No
774,2679,2025-01-28,Card Issue,No
775,298,2024-11-07,Account Access,No
776,2047,2024-06-22,Transaction Dispute,No
777,282,2025-05-03,Account Access,No
778,3678,2024-07-22,Card Issue,Yes
779,4717,2024-06-16,Loan Query,Yes
780,1508,2024-07-27,Card Issue,Yes
781,2792,2025-03-19,Card Issue,Yes
782,4275,2024-08-15,Card Issue,No
783,1806,2025-04-15,Account Access,No
784,4899,2024-11-13,Loan Query,No
785,1148,2024-08-23,Loan Query,Yes
786,4677,2025-04-20,Loan Query,Yes
787,2393,2024-09-13,Account Access,Yes
788,604,2024-12-03,Account Access,Yes
789,1269,2025-04-20,Account Access,Yes
790,4746,2024-10-14,Loan Query,No
791,476,2024-06-19,Loan Query,Yes
792,824,2025-01-06,Card Issue,No
793,4176,2025-01-11,Account Access,No
794,807,2025-03-29,Account Access,Yes
795,165,2025-01-19,Loan Query,No
796,2936,2025-02-07,Loan Query,No
797,468,2024-06-06,Transaction Dispute,No
798,3079,2025-01-28,Card Issue,Yes
799,4528,2025-01-07,Card Issue,No
800,2163,2025-04-27,Transaction Dispute,No
801,577,2025-04-17,Transaction Dispute,Yes
802,3361,2024-06-22,Card Issue,No
803,2994,2024-09-22,Transaction Dispute,Yes
804,1713,2025-04-16,Loan Query,Yes
805,4828,2025-02-03,Loan Query,No
806,1223,2025-02-01,Card Issue,No
807,242,2025-01-22,Transaction Dispute,Yes
808,3910,2024-12-14,Transaction Dispute,Yes
809,3673,2025-04-06,Loan Query,Yes
810,1291,2024-06-16,Card Issue,No
811,4100,2024-11-09,Account Access,No
812,1889,2024-09-19,Loan Query,No
813,566,2024-07-05,Card Issue,Yes
814,1490,2025-01-03,Loan Query,No
815,1559,2025-01-25,Transaction Dispute,No
816,4170,2024-06-19,Transaction Dispute,No
817,1049,2024-09-08,Card Issue,No
818,2179,2024-10-28,Loan Query,Yes
819,1912,2024-10-15,Account Access,Yes
820,824,2024-08-04,Transaction Dispute,Yes
821,1250,2024-12-06,Card Issue,No
822,3484,2024-06-12,Loan Query,Yes
823,382,2024-09-26,Card Issue,Yes
824,4213,2024-09-30,Card Issue,Yes
825,272,2024-10-14,Card Issue,No
826,3263,2024-12-08,Transaction Dispute,No
827,3649,2025-05-03,Account Access,No
828,2988,2024-08-22,Transaction Dispute,Yes
829,3711,2024-08-27,Transaction Dispute,No
830,1551,2025-04-19,Transaction Dispute,Yes
831,2761,2025-02-23,Card Issue,No
832,1609,2024-05-27,Account Access,No
833,3943,2025-02-08,Loan Query,Yes
834,2038,2024-11-18,Transaction Dispute,Yes
835,2770,2025-02-08,Card Issue,No
836,4421,2024-08-08,Loan Query,Yes
837,4390,2025-01-29,Account Access,Yes
838,4463,2024-10-31,Account Access,No
839,4977,2024-08-04,Card Issue,No
840,3849,2025-03-20,Loan Query,No
841,1072,2024-05-18,Account Access,Yes
842,2647,2024-09-05,Account Access,No
843,1530,2024-05-30,Card Issue,Yes
844,1149,2025-02-21,Transaction Dispute,Yes
845,1551,2024-12-27,Account Access,Yes
846,4299,2024-09-01,Transaction Dispute,Yes
847,2173,2024-11-22,Account Access,Yes
848,3738,2024-05-25,Card Issue,Yes
849,3422,2024-12-09,Loan Query,Yes
850,195,2025-02-14,Account Access,No
851,4574,2024-11-30,Card Issue,No
852,134,2024-06-13,Transaction Dispute,Yes
853,740,2024-07-24,Account Access,No
854,4171,2025-04-30,Transaction Dispute,Yes
855,2403,2025-04-30,Card Issue,No
856,1451,2024-06-04,Card Issue,Yes
857,3790,2024-09-19,Card Issue,Yes
858,3328,2024-08-22,Account Access,Yes
859,3708,2025-03-05,Transaction Dispute,Yes
860,4420,2025-02-14,Transaction Dispute,No
861,4723,2024-08-03,Account Access,No
862,2823,2024-05-26,Card Issue,No
863,2482,2024-07-06,Account Access,No
864,4068,2024-11-13,Transaction Dispute,No
865,2080,2025-02-05,Account Access,No
866,4344,2024-10-25,Loan Query,Yes
867,3636,2024-05-19,Card Issue,No
868,3394,2024-06-13,Transaction Dispute,No
869,4405,2024-09-13,Account Access,No
870,2977,2024-10-07,Transaction Dispute,No
871,2158,2024-08-29,Transaction Dispute,No
872,2866,2025-02-26,Loan Query,No
873,4269,2025-05-02,Transaction Dispute,No
874,3265,2025-05-07,Transaction Dispute,Yes
875,1171,2025-04-21,Account Access,Yes
876,1747,2024-09-09,Loan Query,Yes
877,1764,2024-10-07,Account Access,Yes
878,3956,2024-10-13,Account Access,No
879,2551,2024-10-11,Card Issue,Yes
880,3043,2024-10-14,Transaction Dispute,No
881,594,2024-10-11,Transaction Dispute,No
882,3490,2024-07-18,Account Access,No
883,1530,2024-05-17,Transaction Dispute,No
884,4909,2024-11-18,Loan Query,Yes
885,803,2025-05-01,Account Access,No
886,3391,2025-04-09,Card Issue,No
887,785,2024-11-18,Account Access,No
888,2167,2024-08-21,Card Issue,Yes
889,3690,2024-05-23,Transaction Dispute,Yes
890,992,2024-10-26,Loan Query,No
891,276,2024-07-21,Account Access,No
892,1825,2024-12-27,Transaction Dispute,No
893,1557,2024-05-30,Transaction Dispute,No
894,1132,2024-11-29,Account Access,Yes
895,4478,2024-11-13,Loan Query,No
896,2261,2024-11-20,Loan Query,Yes
897,2331,2024-07-29,Account Access,No
898,3521,2025-02-22,Transaction Dispute,No
899,329,2024-09-18,Card Issue,Yes
900,2205,2024-09-20,Transaction Dispute,Yes
901,3533,2024-05-30,Account Access,Yes
902,2049,2025-01-19,Account Access,No
903,2298,2024-07-21,Card Issue,Yes
904,230,2025-04-09,Loan Query,No
905,37,2025-03-23,Card Issue,Yes
906,4234,2025-02-28,Transaction Dispute,Yes
907,2010,2025-04-25,Account Access,Yes
908,1916,2024-12-18,Loan Query,Yes
909,3803,2024-11-16,Loan Query,Yes
910,403,2024-07-28,Transaction Dispute,No
911,4538,2024-12-20,Loan Query,Yes
912,1469,2024-12-07,Card Issue,Yes
913,2319,2025-01-05,Account Access,No
914,1730,2024-09-27,Transaction Dispute,No
915,508,2025-03-13,Transaction Dispute,Yes
916,3640,2024-05-11,Transaction Dispute,No
917,3612,2024-06-29,Account Access,No
918,605,2024-07-07,Transaction Dispute,No
919,1344,2025-03-03,Loan Query,No
920,1625,2024-06-26,Transaction Dispute,Yes
921,142,2024-06-06,Transaction Dispute,Yes
922,443,2024-12-13,Transaction Dispute,Yes
923,259,2024-06-23,Loan Query,No
924,1504,2025-04-17,Card Issue,Yes
925,2575,2024-10-06,Account Access,Yes
926,3923,2025-01-25,Transaction Dispute,No
927,903,2024-07-30,Card Issue,Yes
928,2713,2024-09-07,Card Issue,Yes
929,168,2024-08-24,Loan Query,No
930,907,2025-04-21,Loan Query,No
931,569,2024-10-18,Transaction Dispute,Yes
932,3629,2024-06-07,Card Issue,No
933,3628,2025-04-18,Card Issue,Yes
934,1505,2025-01-20,Transaction Dispute,No
935,3230,2025-02-19,Transaction Dispute,No
936,4860,2024-07-15,Account Access,No
937,863,2024-11-20,Transaction Dispute,Yes
938,4543,2024-07-21,Loan Query,No
939,1460,2024-12-08,Transaction Dispute,Yes
940,3382,2025-03-16,Card Issue,No
941,1574,2025-05-08,Account Access,Yes
942,398,2024-08-01,Loan Query,Yes
943,1217,2024-11-01,Loan Query,No
944,4349,2024-08-24,Loan Query,Yes
945,1506,2025-01-23,Transaction Dispute,Yes
946,1052,2024-09-06,Loan Query,Yes
947,2173,2025-04-09,Card Issue,Yes
948,4303,2024-11-09,Account Access,No
949,2432,2024-12-19,Card Issue,No
950,4659,2024-08-13,Transaction Dispute,No
951,2567,2025-03-09,Card Issue,No
952,2763,2024-12-26,Transaction Dispute,Yes
953,564,2024-06-01,Card Issue,Yes
954,3164,2024-07-27,Account Access,No
955,430,2025-03-04,Transaction Dispute,No
956,798,2024-08-20,Card Issue,Yes
957,4131,2024-11-15,Loan Query,Yes
958,3668,2024-07-15,Loan Query,Yes
959,188,2025-01-24,Card Issue,No
960,1914,2025-03-06,Transaction Dispute,No
961,4035,2024-06-20,Loan Query,Yes
962,1171,2025-02-23,Card Issue,No
963,892,2024-10-30,Card Issue,No
964,27,2024-07-09,Account Access,Yes
965,4999,2025-03-20,Transaction Dispute,No
966,2642,2024-08-11,Account Access,Yes
967,1517,2025-04-16,Loan Query,Yes
968,630,2024-08-05,Loan Query,Yes
969,4142,2024-08-02,Card Issue,Yes
970,119,2025-01-19,Loan Query,No
971,4941,2025-01-13,Loan Query,Yes
972,4775,2024-05-28,Card Issue,No
973,4290,2024-11-29,Transaction Dispute,No
974,60,2024-11-26,Transaction Dispute,Yes
975,1154,2024-11-20,Loan Query,No
976,259,2024-08-20,Loan Query,No
977,380,2025-03-20,Transaction Dispute,Yes
978,2398,2024-12-27,Card Issue,Yes
979,1110,2024-09-21,Account Access,Yes
980,787,2025-04-18,Loan Query,No
981,4712,2024-10-07,Transaction Dispute,Yes
982,2083,2024-07-21,Loan Query,No
983,3921,2024-08-15,Transaction Dispute,No
984,469,2025-03-28,Card Issue,No
985,1834,2024-11-13,Transaction Dispute,No
986,2289,2024-08-07,Loan Query,No
987,2000,2025-01-06,Account Access,Yes
988,1151,2025-04-13,Account Access,No
989,2779,2024-06-15,Transaction Dispute,No
990,805,2024-05-22,Loan Query,No
991,1061,2024-08-16,Card Issue,No
992,340,2024-06-18,Loan Query,Yes
993,1910,2025-02-24,Account Access,No
994,2795,2025-02-06,Loan Query,Yes
995,702,2024-11-29,Account Access,No
996,125,2024-09-30,Card Issue,No
997,4048,2024-07-08,Loan Query,Yes
998,4183,2024-09-08,Account Access,Yes
999,4109,2024-11-04,Card Issue,Yes
1000,689,2025-02-20,Card Issue,No
1001,2689,2024-10-28,Card Issue,No
1002,3500,2024-08-16,Account Access,No
1003,2722,2024-11-17,Loan Query,No
1004,1290,2024-12-09,Transaction Dispute,No
1005,1417,2024-06-22,Loan Query,Yes
1006,1572,2025-04-01,Card Issue,Yes
1007,2845,2025-02-14,Account Access,No
1008,2745,2024-08-22,Loan Query,Yes
1009,1039,2024-05-31,Transaction Dispute,No
1010,4069,2025-01-09,Transaction Dispute,Yes
1011,1783,2024-09-28,Account Access,Yes
1012,910,2025-02-27,Transaction Dispute,No
1013,3000,2025-04-08,Transaction Dispute,Yes
1014,55,2025-05-10,Transaction Dispute,No
1015,4226,2024-11-05,Account Access,Yes
1016,1248,2025-03-29,Transaction Dispute,No
1017,1096,2024-12-29,Transaction Dispute,Yes
1018,1744,2025-02-24,Card Issue,Yes
1019,1340,2024-10-23,Transaction Dispute,Yes
1020,445,2025-01-09,Card Issue,Yes
1021,954,2024-06-14,Account Access,No
1022,2725,2025-01-03,Transaction Dispute,Yes
1023,3291,2025-01-21,Loan Query,Yes
1024,1169,2024-09-15,Card Issue,No
1025,4343,2024-10-30,Account Access,No
1026,4937,2024-08-27,Account Access,No
1027,1581,2024-09-10,Transaction Dispute,Yes
1028,4714,2025-05-08,Loan Query,Yes
1029,948,2025-03-21,Card Issue,Yes
1030,1803,2024-06-18,Transaction Dispute,Yes
1031,4858,2025-04-28,Card Issue,No
1032,4063,2025-02-07,Account Access,No
1033,146,2024-08-13,Transaction Dispute,Yes
1034,4425,2024-08-29,Transaction Dispute,No
1035,2623,2025-05-07,Loan Query,Yes
1036,3210,2025-03-27,Loan Query,Yes
1037,1545,2024-12-24,Loan Query,Yes
1038,478,2024-10-02,Account Access,No
1039,891,2025-03-04,Card Issue,Yes
1040,4776,2024-08-06,Loan Query,Yes
1041,4531,2024-08-28,Card Issue,No
1042,3214,2025-04-11,Transaction Dispute,No
1043,3827,2025-03-17,Transaction Dispute,Yes
1044,744,2024-12-03,Account Access,No
1045,3742,2025-03-17,Transaction Dispute,No
1046,3543,2024-12-03,Transaction Dispute,Yes
1047,91,2025-04-04,Transaction Dispute,No
1048,113,2025-04-22,Transaction Dispute,No
1049,1455,2024-08-31,Transaction Dispute,Yes
1050,3347,2024-05-31,Loan Query,No
1051,2500,2024-12-24,Account Access,No
1052,591,2024-12-13,Account Access,Yes
1053,2143,2024-05-27,Loan Query,Yes
1054,1988,2025-04-26,Account Access,No
1055,2606,2024-08-06,Account Access,No
1056,844,2024-09-25,Card Issue,Yes
1057,1027,2024-05-15,Account Access,No
1058,4590,2025-05-04,Transaction Dispute,Yes
1059,679,2024-07-29,Transaction Dispute,No
1060,2390,2024-12-11,Card Issue,No
1061,4937,2024-06-24,Loan Query,Yes
1062,1620,2025-03-08,Loan Query,Yes
1063,2676,2025-01-12,Transaction Dispute,No
1064,3565,2025-03-29,Loan Query,Yes
1065,203,2025-01-20,Transaction Dispute,No
1066,3620,2024-07-09,Card Issue,Yes
1067,2853,2025-01-12,Loan Query,Yes
1068,3811,2025-03-11,Card Issue,No
1069,4861,2024-12-15,Transaction Dispute,No
1070,2446,2025-03-12,Transaction Dispute,Yes
1071,380,2025-05-04,Card Issue,Yes
1072,4232,2025-01-16,Account Access,Yes
1073,4857,2024-06-17,Loan Query,Yes
1074,1090,2025-04-08,Card Issue,Yes
1075,4626,2024-11-16,Account Access,Yes
1076,2824,2024-08-08,Transaction Dispute,No
1077,2188,2024-09-05,Card Issue,Yes
1078,4473,2025-03-22,Card Issue,Yes
1079,2071,2024-11-28,Transaction Dispute,Yes
1080,411,2024-12-28,Transaction Dispute,Yes
1081,1908,2024-11-15,Transaction Dispute,No
1082,1031,2025-01-16,Account Access,No
1083,2410,2024-12-04,Account Access,Yes
1084,1358,2025-02-24,Account Access,Yes
1085,1511,2024-07-02,Transaction Dispute,Yes
1086,511,2024-09-21,Account Access,Yes
1087,3007,2025-03-05,Loan Query,Yes
1088,4280,2025-04-06,Card Issue,Yes
1089,1259,2024-10-31,Account Access,No
1090,961,2024-08-01,Card Issue,No
1091,4949,2024-12-03,Card Issue,No
1092,2152,2024-11-02,Card Issue,Yes
1093,1677,2025-01-03,Card Issue,Yes
1094,3950,2025-02-13,Loan Query,No
1095,1427,2025-02-14,Card Issue,No
1096,1511,2024-06-26,Card Issue,Yes
1097,2856,2025-02-26,Loan Query,Yes
1098,4746,2024-10-22,Card Issue,Yes
1099,217,2025-03-28,Card Issue,No
1100,4557,2024-06-13,Card Issue,No
1101,3936,2024-09-03,Card Issue,No
1102,774,2024-11-19,Loan Query,No
1103,956,2025-03-20,Transaction Dispute,No
1104,3208,2024-06-29,Transaction Dispute,Yes
1105,2377,2024-06-17,Account Access,Yes
1106,2049,2025-04-09,Card Issue,Yes
1107,1205,2024-12-17,Transaction Dispute,No
1108,3155,2025-01-25,Transaction Dispute,Yes
1109,2583,2025-04-27,Transaction Dispute,Yes
1110,4756,2024-05-24,Card Issue,No
1111,449,2025-04-17,Loan Query,Yes
1112,3428,2024-12-09,Card Issue,No
1113,3134,2024-11-12,Loan Query,Yes
1114,2128,2024-07-28,Card Issue,Yes
1115,3670,2024-05-28,Card Issue,No
1116,3489,2025-03-20,Card Issue,No
1117,503,2025-02-13,Loan Query,Yes
1118,2951,2025-02-21,Card Issue,No
1119,3854,2024-05-18,Loan Query,Yes
1120,1310,2024-08-17,Card Issue,No
1121,4444,2025-04-13,Loan Query,Yes
1122,3013,2024-08-27,Loan Query,Yes
1123,2624,2025-04-12,Card Issue,No
1124,2710,2025-02-11,Account Access,Yes
1125,4428,2024-07-31,Account Access,Yes
1126,1789,2024-09-03,Account Access,No
1127,3597,2025-02-13,Loan Query,Yes
1128,4830,2025-04-03,Loan Query,No
1129,3182,2024-11-12,Loan Query,No
1130,2649,2025-01-10,Account Access,Yes
1131,30,2025-03-24,Account Access,Yes
1132,1918,2024-09-18,Account Access,No
1133,771,2024-06-26,Card Issue,Yes
1134,2254,2025-03-23,Account Access,No
1135,4724,2024-11-16,Card Issue,No
1136,1357,2025-01-18,Transaction Dispute,Yes
1137,9,2024-12-01,Transaction Dispute,No
1138,619,2024-07-15,Transaction Dispute,No
1139,4569,2025-05-09,Card Issue,Yes
1140,3502,2025-02-18,Account Access,Yes
1141,1356,2025-05-02,Loan Query,No
1142,4540,2025-01-06,Account Access,Yes
1143,2830,2025-04-09,Loan Query,Yes
1144,3539,2025-05-04,Account Access,No
1145,954,2024-09-20,Loan Query,No
1146,281,2025-03-04,Account Access,Yes
1147,256,2024-06-14,Transaction Dispute,Yes
1148,1025,2024-12-21,Account Access,Yes
1149,2808,2024-06-18,Card Issue,Yes
1150,3035,2025-01-26,Transaction Dispute,Yes
1151,1585,2024-11-08,Card Issue,No
1152,1770,2024-11-16,Account Access,Yes
1153,1344,2024-08-16,Loan Query,Yes
1154,4112,2024-10-31,Card Issue,Yes
1155,4290,2024-11-03,Loan Query,Yes
1156,535,2025-03-27,Transaction Dispute,No
1157,4676,2025-03-06,Account Access,No
1158,4219,2025-01-15,Card Issue,No
1159,199,2024-07-31,Account Access,Yes
1160,4743,2024-07-08,Card Issue,Yes
1161,3677,2024-08-23,Account Access,No
1162,3791,2024-06-14,Account Access,Yes
1163,2384,2024-08-23,Card Issue,No
1164,1107,2025-01-06,Loan Query,No
1165,213,2024-06-16,Loan Query,Yes
1166,3487,2024-11-21,Account Access,No
1167,2177,2024-11-25,Transaction Dispute,No
1168,1122,2024-10-02,Card Issue,Yes
1169,2517,2024-11-16,Card Issue,Yes
1170,3796,2025-01-19,Card Issue,No
1171,3910,2024-07-30,Account Access,No
1172,2828,2024-08-21,Card Issue,No
1173,4233,2024-07-08,Transaction Dispute,No
1174,2431,2024-05-16,Account Access,No
1175,3210,2024-09-03,Loan Query,Yes
1176,1730,2024-06-11,Card Issue,Yes
1177,195,2025-02-22,Card Issue,No
1178,1633,2024-12-12,Card Issue,Yes
1179,4092,2024-10-29,Transaction Dispute,No
1180,242,2025-03-18,Transaction Dispute,Yes
1181,538,2024-08-05,Card Issue,Yes
1182,433,2024-06-09,Account Access,No
1183,37,2025-03-15,Card Issue,No
1184,764,2024-12-23,Card Issue,No
1185,3184,2025-02-13,Loan Query,Yes
1186,876,2024-06-05,Transaction Dispute,No
1187,3437,2024-10-07,Loan Query,Yes
1188,4014,2025-02-22,Card Issue,Yes
1189,1015,2025-03-04,Transaction Dispute,Yes
1190,405,2024-12-27,Loan Query,No
1191,90,2024-09-11,Card Issue,Yes
1192,2606,2024-10-20,Account Access,Yes
1193,2654,2024-09-25,Loan Query,No
1194,2127,2024-07-08,Loan Query,No
1195,4310,2024-11-20,Transaction Dispute,Yes
1196,1909,2025-04-27,Transaction Dispute,Yes
1197,3870,2024-09-02,Card Issue,No
1198,186,2024-06-01,Card Issue,No
1199,3784,2024-11-17,Card Issue,No
1200,1343,2025-05-08,Loan Query,Yes
1201,546,2024-06-04,Account Access,No
1202,2851,2024-11-24,Card Issue,Yes
1203,126,2024-06-26,Transaction Dispute,Yes
1204,3708,2025-04-27,Account Access,No
1205,1111,2024-06-28,Loan Query,No
1206,1755,2025-05-10,Transaction Dispute,Yes
1207,169,2025-04-20,Account Access,No
1208,1353,2025-04-12,Card Issue,No
1209,2110,2024-10-10,Card Issue,Yes
1210,4245,2024-07-28,Loan Query,Yes
1211,4323,2024-09-26,Account Access,No
1212,3681,2025-02-01,Card Issue,No
1213,1517,2024-08-09,Loan Query,No
1214,422,2024-12-09,Account Access,Yes
1215,2166,2025-01-16,Transaction Dispute,Yes
1216,4049,2024-11-15,Card Issue,No
1217,4114,2024-11-06,Account Access,Yes
1218,1785,2024-05-25,Loan Query,Yes
1219,150,2025-03-06,Card Issue,No
1220,3105,2024-12-02,Transaction Dispute,No
1221,1141,2024-12-28,Card Issue,Yes
1222,1492,2024-10-01,Account Access,Yes
1223,358,2025-05-10,Account Access,No
1224,2560,2025-02-23,Card Issue,Yes
1225,4586,2024-10-08,Loan Query,No
1226,4661,2024-07-15,Card Issue,Yes
1227,4499,2024-10-29,Loan Query,No
1228,652,2024-07-29,Transaction Dispute,Yes
1229,937,2025-04-16,Card Issue,Yes
1230,284,2025-04-06,Account Access,Yes
1231,1117,2025-04-18,Card Issue,No
1232,3928,2024-05-19,Card Issue,No
1233,4472,2025-03-26,Account Access,Yes
1234,2955,2024-06-06,Loan Query,Yes
1235,953,2024-10-16,Transaction Dispute,Yes
1236,1075,2024-05-18,Account Access,No
1237,1245,2025-04-15,Card Issue,No
1238,141,2024-10-17,Card Issue,Yes
1239,3213,2025-01-02,Loan Query,Yes
1240,2798,2025-01-09,Account Access,Yes
1241,745,2024-10-20,Transaction Dispute,Yes
1242,2922,2024-09-18,Transaction Dispute,No
1243,3536,2024-12-04,Loan Query,Yes
1244,4755,2025-02-26,Account Access,No
1245,1177,2024-05-26,Account Access,Yes
1246,908,2025-01-26,Account Access,Yes
1247,3039,2024-08-24,Transaction Dispute,No
1248,2415,2024-12-05,Account Access,No
1249,2435,2025-03-29,Card Issue,No
1250,1562,2024-07-23,Transaction Dispute,Yes
1251,4397,2025-01-12,Transaction Dispute,No
1252,3370,2024-07-02,Account Access,Yes
1253,4301,2024-05-30,Transaction Dispute,No
1254,4005,2024-11-26,Card Issue,Yes
1255,2496,2024-12-08,Transaction Dispute,No
1256,1595,2024-05-25,Account Access,Yes
1257,2628,2024-10-12,Transaction Dispute,No
1258,3853,2024-07-29,Loan Query,No
1259,250,2025-01-19,Account Access,No
1260,2173,2025-01-09,Loan Query,Yes
1261,565,2025-03-24,Card Issue,Yes
1262,958,2024-08-08,Card Issue,Yes
1263,1109,2025-03-16,Transaction Dispute,Yes
1264,4945,2025-02-26,Transaction Dispute,Yes
1265,777,2024-10-10,Loan Query,No
1266,127,2024-11-26,Card Issue,No
1267,155,2024-09-23,Card Issue,Yes
1268,3240,2025-04-25,Account Access,Yes
1269,2364,2024-09-05,Card Issue,No
1270,2732,2025-05-11,Account Access,No
1271,1236,2025-02-24,Transaction Dispute,No
1272,3035,2024-10-21,Card Issue,No
1273,4691,2025-02-13,Account Access,Yes
1274,3973,2024-09-14,Card Issue,No
1275,257,2024-09-26,Card Issue,Yes
1276,3930,2025-04-29,Transaction Dispute,Yes
1277,4965,2024-11-04,Account Access,No
1278,2436,2024-10-31,Loan Query,No
1279,577,2024-11-08,Account Access,Yes
1280,4976,2025-01-15,Transaction Dispute,Yes
1281,1325,2025-02-18,Card Issue,Yes
1282,1965,2024-09-10,Card Issue,No
1283,4666,2024-11-15,Account Access,Yes
1284,2253,2024-07-09,Card Issue,No
1285,3835,2024-07-09,Account Access,Yes
1286,1517,2025-02-09,Transaction Dispute,Yes
1287,4708,2024-10-12,Transaction Dispute,No
1288,4687,2024-05-19,Account Access,No
1289,802,2025-04-20,Card Issue,Yes
1290,3575,2024-10-22,Card Issue,No
1291,2860,2024-10-28,Card Issue,No
1292,1928,2024-11-01,Transaction Dispute,Yes
1293,3924,2024-10-29,Transaction Dispute,Yes
1294,3219,2024-05-30,Loan Query,Yes
1295,1242,2025-04-05,Transaction Dispute,No
1296,1134,2024-12-10,Loan Query,No
1297,725,2024-07-30,Account Access,No
